sgRNA	Gene	R0_1	R0_2	R0_3	Rpost_1	Rpost_2	Rpost_3	Rpost_4	S0_1	S0_2	S0_3	Spost_1	Spost_2	Spost_3
sgNAT8L_9	NAT8L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT8L_10	NAT8L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT9_1	NAT9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT9_2	NAT9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT9_3	NAT9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT9_4	NAT9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT8L_6	NAT8L	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT9_5	NAT9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT9_7	NAT9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT9_8	NAT9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT9_9	NAT9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT9_10	NAT9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNCEH1_1	NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNCEH1_2	NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNCEH1_3	NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNCEH1_4	NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNAT9_6	NAT9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNCEH1_5	NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNCEH1_7	NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNCEH1_8	NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNCEH1_9	NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNCEH1_10	NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDOR1_1	NDOR1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDOR1_2	NDOR1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDOR1_3	NDOR1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDOR1_4	NDOR1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNCEH1_6	NCEH1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDOR1_5	NDOR1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDOR1_7	NDOR1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDOR1_8	NDOR1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDOR1_9	NDOR1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDOR1_10	NDOR1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST1_1	NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST1_2	NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST1_3	NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST1_4	NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDOR1_6	NDOR1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST1_5	NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST1_7	NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST1_8	NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST1_9	NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST1_10	NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST2_1	NDST2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST2_2	NDST2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST2_3	NDST2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST2_4	NDST2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST1_6	NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST2_5	NDST2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST2_7	NDST2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST2_8	NDST2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST2_9	NDST2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST2_10	NDST2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST3_1	NDST3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST3_2	NDST3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST3_3	NDST3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST3_4	NDST3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST2_6	NDST2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST3_5	NDST3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST3_7	NDST3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST3_8	NDST3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST3_9	NDST3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST3_10	NDST3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST4_1	NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST4_2	NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST4_3	NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST4_4	NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST3_6	NDST3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST4_5	NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST4_7	NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST4_8	NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST4_10	NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA1_1	NDUFA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDST4_6	NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA1_5	NDUFA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA1_7	NDUFA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA1_8	NDUFA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA1_9	NDUFA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA1_10	NDUFA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA10_1	NDUFA10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA10_3	NDUFA10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA10_4	NDUFA10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA1_6	NDUFA1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA10_5	NDUFA10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA10_7	NDUFA10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA10_8	NDUFA10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA10_9	NDUFA10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA10_10	NDUFA10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA11_1	NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA11_2	NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA11_3	NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA11_4	NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA10_6	NDUFA10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA11_5	NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA11_7	NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA11_8	NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA11_9	NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA11_10	NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA12_1	NDUFA12	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA12_2	NDUFA12	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA12_3	NDUFA12	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA12_4	NDUFA12	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA11_6	NDUFA11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA12_5	NDUFA12	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA12_7	NDUFA12	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA12_8	NDUFA12	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA12_9	NDUFA12	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA12_10	NDUFA12	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA13_2	NDUFA13	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA13_3	NDUFA13	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA13_4	NDUFA13	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA12_6	NDUFA12	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA13_5	NDUFA13	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA13_7	NDUFA13	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA13_8	NDUFA13	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA13_9	NDUFA13	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA13_10	NDUFA13	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA2_1	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA2_2	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA2_3	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA2_4	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA13_6	NDUFA13	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA2_5	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA2_7	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA2_8	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA2_9	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA2_10	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA3_1	NDUFA3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA3_2	NDUFA3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA3_3	NDUFA3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA3_4	NDUFA3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA2_6	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA3_5	NDUFA3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA3_7	NDUFA3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA3_8	NDUFA3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA3_9	NDUFA3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA3_10	NDUFA3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4_1	NDUFA4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4_2	NDUFA4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4_3	NDUFA4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA3_6	NDUFA3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4_5	NDUFA4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4_7	NDUFA4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4_8	NDUFA4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4_9	NDUFA4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4L2_1	NDUFA4L2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4L2_2	NDUFA4L2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4L2_3	NDUFA4L2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4L2_4	NDUFA4L2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4L2_5	NDUFA4L2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4_6	NDUFA4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4L2_6	NDUFA4L2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4L2_8	NDUFA4L2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4L2_9	NDUFA4L2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4L2_10	NDUFA4L2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA5_1	NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA5_2	NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA5_3	NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA5_4	NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA5_5	NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA4L2_7	NDUFA4L2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA5_6	NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA5_8	NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA5_9	NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA5_10	NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA6_1	NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA6_2	NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA6_3	NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA6_4	NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA6_5	NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA5_7	NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA6_6	NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA6_8	NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA6_9	NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA6_10	NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA7_1	NDUFA7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA7_2	NDUFA7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA7_3	NDUFA7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA7_4	NDUFA7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA7_5	NDUFA7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA6_7	NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA7_6	NDUFA7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA7_8	NDUFA7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA7_9	NDUFA7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA7_10	NDUFA7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA8_1	NDUFA8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA8_2	NDUFA8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA8_3	NDUFA8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA8_4	NDUFA8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA8_5	NDUFA8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA7_7	NDUFA7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA8_6	NDUFA8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA8_8	NDUFA8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA8_10	NDUFA8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA9_1	NDUFA9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA9_2	NDUFA9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA9_3	NDUFA9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA9_4	NDUFA9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA9_5	NDUFA9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA8_7	NDUFA8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA9_6	NDUFA9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA9_8	NDUFA9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA9_9	NDUFA9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA9_10	NDUFA9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAB1_1	NDUFAB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAB1_2	NDUFAB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAB1_3	NDUFAB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAB1_4	NDUFAB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAB1_5	NDUFAB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFA9_7	NDUFA9	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAB1_6	NDUFAB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAB1_8	NDUFAB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAB1_9	NDUFAB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAB1_10	NDUFAB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF1_1	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF1_2	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF1_3	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF1_4	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF1_5	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAB1_7	NDUFAB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF1_6	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF1_8	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF1_9	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF1_10	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF2_1	NDUFAF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF2_2	NDUFAF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF2_3	NDUFAF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF2_4	NDUFAF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF1_7	NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF2_6	NDUFAF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF2_8	NDUFAF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF2_9	NDUFAF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF2_10	NDUFAF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB1_1	NDUFB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB1_2	NDUFB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB1_3	NDUFB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB1_4	NDUFB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB1_5	NDUFB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFAF2_7	NDUFAF2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB1_6	NDUFB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB1_8	NDUFB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB1_9	NDUFB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB10_1	NDUFB10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB10_2	NDUFB10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB10_3	NDUFB10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB10_4	NDUFB10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB10_5	NDUFB10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB1_7	NDUFB1	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB10_6	NDUFB10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB10_8	NDUFB10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB10_9	NDUFB10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB10_10	NDUFB10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB11_1	NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB11_2	NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB11_3	NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB11_4	NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB11_5	NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB10_7	NDUFB10	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB11_6	NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB11_8	NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB11_9	NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB11_10	NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB2_1	NDUFB2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB2_2	NDUFB2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB2_3	NDUFB2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB2_5	NDUFB2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB11_7	NDUFB11	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB2_6	NDUFB2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB2_8	NDUFB2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB2_9	NDUFB2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB2_10	NDUFB2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB3_1	NDUFB3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB3_2	NDUFB3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB3_3	NDUFB3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB3_4	NDUFB3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB3_5	NDUFB3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB2_7	NDUFB2	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB3_6	NDUFB3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB3_8	NDUFB3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB3_9	NDUFB3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB4_1	NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB4_2	NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB4_3	NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB4_4	NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB4_5	NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB3_7	NDUFB3	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB4_6	NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB4_8	NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB4_9	NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB4_10	NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB5_1	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB5_2	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB5_3	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB5_4	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB5_5	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB4_7	NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB5_6	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB5_8	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB5_9	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB5_10	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB6_1	NDUFB6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB6_3	NDUFB6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB6_4	NDUFB6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB5_7	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB6_8	NDUFB6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB6_9	NDUFB6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB6_10	NDUFB6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB7_1	NDUFB7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB7_2	NDUFB7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB7_3	NDUFB7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB7_4	NDUFB7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB7_5	NDUFB7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB6_7	NDUFB6	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB7_6	NDUFB7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB7_8	NDUFB7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB7_9	NDUFB7	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB8_1	NDUFB8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB8_2	NDUFB8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB8_3	NDUFB8	0	0	0	0	0	0	0	0	0	0	0	0	0
sgNDUFB8_4	NDUFB8	0	0	0	0	0	0	0	0	0	0	0	0	0
